offset			,radius			,minErrorPerVert,maxErrorPerVert,totalError		,averageError	
0.25,0.25,nan,nan,nan,nan
0.25,0.5,nan,nan,nan,nan
0.25,1,nan,nan,nan,nan
0.25,2,nan,nan,nan,nan
0.25,4,nan,nan,nan,nan
0.25,8,nan,nan,nan,nan
0.25,16,nan,nan,nan,nan
0.25,32,nan,nan,nan,nan
0.25,64,nan,nan,nan,nan
0.25,128,nan,nan,nan,nan
0.25,256,nan,nan,nan,nan
0.25,512,nan,nan,nan,nan
0.25,1024,nan,nan,nan,nan
0.25,2048,nan,nan,nan,nan
0.25,4096,nan,nan,nan,nan
0.25,8192,nan,nan,nan,nan
0.25,16384,nan,nan,nan,nan
0.25,32768,nan,nan,nan,nan
0.25,65536,nan,nan,nan,nan
0.25,131072,nan,nan,nan,nan
0.25,262144,nan,nan,nan,nan
0.25,524288,nan,nan,nan,nan
0.25,1048576,nan,nan,nan,nan
0.25,2097152,nan,nan,nan,nan
0.25,4194304,nan,nan,nan,nan
0.25,8388608,nan,nan,nan,nan
0.5,0.25,nan,nan,nan,nan
0.5,0.5,nan,nan,nan,nan
0.5,1,nan,nan,nan,nan
0.5,2,nan,nan,nan,nan
0.5,4,nan,nan,nan,nan
0.5,8,nan,nan,nan,nan
0.5,16,nan,nan,nan,nan
0.5,32,nan,nan,nan,nan
0.5,64,nan,nan,nan,nan
0.5,128,nan,nan,nan,nan
0.5,256,nan,nan,nan,nan
0.5,512,nan,nan,nan,nan
0.5,1024,nan,nan,nan,nan
0.5,2048,nan,nan,nan,nan
0.5,4096,nan,nan,nan,nan
0.5,8192,nan,nan,nan,nan
0.5,16384,nan,nan,nan,nan
0.5,32768,nan,nan,nan,nan
0.5,65536,nan,nan,nan,nan
0.5,131072,nan,nan,nan,nan
0.5,262144,nan,nan,nan,nan
0.5,524288,nan,nan,nan,nan
0.5,1048576,nan,nan,nan,nan
0.5,2097152,nan,nan,nan,nan
0.5,4194304,nan,nan,nan,nan
0.5,8388608,nan,nan,nan,nan
1,0.25,nan,nan,nan,nan
1,0.5,nan,nan,nan,nan
1,1,nan,nan,nan,nan
1,2,nan,nan,nan,nan
1,4,nan,nan,nan,nan
1,8,nan,nan,nan,nan
1,16,nan,nan,nan,nan
1,32,nan,nan,nan,nan
1,64,nan,nan,nan,nan
1,128,nan,nan,nan,nan
1,256,nan,nan,nan,nan
1,512,nan,nan,nan,nan
1,1024,nan,nan,nan,nan
1,2048,nan,nan,nan,nan
1,4096,nan,nan,nan,nan
1,8192,nan,nan,nan,nan
1,16384,nan,nan,nan,nan
1,32768,nan,nan,nan,nan
1,65536,nan,nan,nan,nan
1,131072,nan,nan,nan,nan
1,262144,nan,nan,nan,nan
1,524288,nan,nan,nan,nan
1,1048576,nan,nan,nan,nan
1,2097152,nan,nan,nan,nan
1,4194304,nan,nan,nan,nan
1,8388608,nan,nan,nan,nan
2,0.25,nan,nan,nan,nan
2,0.5,nan,nan,nan,nan
2,1,nan,nan,nan,nan
2,2,nan,nan,nan,nan
2,4,nan,nan,nan,nan
2,8,nan,nan,nan,nan
2,16,nan,nan,nan,nan
2,32,nan,nan,nan,nan
2,64,nan,nan,nan,nan
2,128,nan,nan,nan,nan
2,256,nan,nan,nan,nan
2,512,nan,nan,nan,nan
2,1024,nan,nan,nan,nan
2,2048,nan,nan,nan,nan
2,4096,nan,nan,nan,nan
2,8192,nan,nan,nan,nan
2,16384,nan,nan,nan,nan
2,32768,nan,nan,nan,nan
2,65536,nan,nan,nan,nan
2,131072,nan,nan,nan,nan
2,262144,nan,nan,nan,nan
2,524288,nan,nan,nan,nan
2,1048576,nan,nan,nan,nan
2,2097152,nan,nan,nan,nan
2,4194304,nan,nan,nan,nan
2,8388608,nan,nan,nan,nan
4,0.25,nan,nan,nan,nan
4,0.5,nan,nan,nan,nan
4,1,nan,nan,nan,nan
4,2,nan,nan,nan,nan
4,4,nan,nan,nan,nan
4,8,nan,nan,nan,nan
4,16,nan,nan,nan,nan
4,32,nan,nan,nan,nan
4,64,nan,nan,nan,nan
4,128,nan,nan,nan,nan
4,256,nan,nan,nan,nan
4,512,nan,nan,nan,nan
4,1024,nan,nan,nan,nan
4,2048,nan,nan,nan,nan
4,4096,nan,nan,nan,nan
4,8192,nan,nan,nan,nan
4,16384,nan,nan,nan,nan
4,32768,nan,nan,nan,nan
4,65536,nan,nan,nan,nan
4,131072,nan,nan,nan,nan
4,262144,nan,nan,nan,nan
4,524288,nan,nan,nan,nan
4,1048576,nan,nan,nan,nan
4,2097152,nan,nan,nan,nan
4,4194304,nan,nan,nan,nan
4,8388608,nan,nan,nan,nan
8,0.25,nan,nan,nan,nan
8,0.5,nan,nan,nan,nan
8,1,nan,nan,nan,nan
8,2,nan,nan,nan,nan
8,4,nan,nan,nan,nan
8,8,nan,nan,nan,nan
8,16,nan,nan,nan,nan
8,32,nan,nan,nan,nan
8,64,nan,nan,nan,nan
8,128,nan,nan,nan,nan
8,256,nan,nan,nan,nan
8,512,nan,nan,nan,nan
8,1024,nan,nan,nan,nan
8,2048,nan,nan,nan,nan
8,4096,nan,nan,nan,nan
8,8192,nan,nan,nan,nan
8,16384,nan,nan,nan,nan
8,32768,nan,nan,nan,nan
8,65536,nan,nan,nan,nan
8,131072,nan,nan,nan,nan
8,262144,nan,nan,nan,nan
8,524288,nan,nan,nan,nan
8,1048576,nan,nan,nan,nan
8,2097152,nan,nan,nan,nan
8,4194304,nan,nan,nan,nan
8,8388608,nan,nan,nan,nan
16,0.25,nan,nan,nan,nan
16,0.5,nan,nan,nan,nan
16,1,nan,nan,nan,nan
16,2,nan,nan,nan,nan
16,4,nan,nan,nan,nan
16,8,nan,nan,nan,nan
16,16,nan,nan,nan,nan
16,32,nan,nan,nan,nan
16,64,nan,nan,nan,nan
16,128,nan,nan,nan,nan
16,256,nan,nan,nan,nan
16,512,nan,nan,nan,nan
16,1024,nan,nan,nan,nan
16,2048,nan,nan,nan,nan
16,4096,nan,nan,nan,nan
16,8192,nan,nan,nan,nan
